	MSSubClass	MSZoning	LotFrontage	LotArea	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtCond	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtFinType2	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	Heating	HeatingQC	CentralAir	Electrical	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	KitchenQual	TotRmsAbvGrd	Functional	Fireplaces	FireplaceQu	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	GarageQual	GarageCond	PavedDrive	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	PoolQC	Fence	MiscFeature	MiscVal	MoSold	YrSold	SaleType	SaleCondition
267	75.0	3.0	60.0	8400.0	1.0	0.0	3.0	2.0	3.0	4.0	1.0	18.0	2.0	2.0	0.0	3.0	5.0	8.0	1939.0	1997.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	1.0	2.0	378.0	1.0	0.0	342.0	720.0	1.0	4.0	1.0	5.0	1052.0	720.0	420.0	2192.0	0.0	0.0	2.0	1.0	4.0	1.0	3.0	8.0	7.0	1.0	4.0	5.0	1939.0	1.0	1.0	240.0	3.0	3.0	2.0	262.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2008.0	8.0	4.0
268	30.0	4.0	71.0	6900.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	9.0	2.0	2.0	0.0	2.0	5.0	6.0	1940.0	1955.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	5.0	403.0	3.0	125.0	212.0	740.0	1.0	4.0	1.0	5.0	778.0	0.0	0.0	778.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	4.0	7.0	1.0	4.0	5.0	1966.0	3.0	1.0	924.0	5.0	5.0	2.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2008.0	8.0	4.0
269	20.0	3.0	60.0	7917.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	7.0	2.0	2.0	0.0	2.0	6.0	7.0	1976.0	1976.0	3.0	1.0	6.0	6.0	1.0	174.0	2.0	3.0	1.0	3.0	4.0	1.0	4.0	751.0	1.0	0.0	392.0	1143.0	1.0	2.0	1.0	5.0	1113.0	0.0	0.0	1113.0	1.0	0.0	1.0	1.0	3.0	1.0	2.0	6.0	7.0	1.0	2.0	1.0	1987.0	2.0	1.0	504.0	3.0	4.0	2.0	370.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2007.0	8.0	4.0
270	60.0	1.0	84.0	10728.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	0.0	5.0	8.0	5.0	2006.0	2006.0	1.0	1.0	12.0	13.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	2.0	1.0	0.0	1.0	0.0	1095.0	1095.0	1.0	3.0	1.0	5.0	1095.0	844.0	0.0	1939.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	8.0	7.0	1.0	4.0	1.0	2006.0	2.0	3.0	1053.0	3.0	3.0	2.0	192.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	2006.0	6.0	5.0
271	20.0	3.0	73.0	39104.0	1.0	0.0	2.0	0.0	3.0	1.0	0.0	4.0	2.0	2.0	0.0	2.0	7.0	7.0	1954.0	2005.0	0.0	2.0	9.0	10.0	2.0	0.0	2.0	2.0	1.0	4.0	3.0	4.0	2.0	226.0	6.0	1063.0	96.0	1385.0	1.0	4.0	1.0	5.0	1363.0	0.0	0.0	1363.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	4.0	2.0	3.0	1.0	1954.0	1.0	2.0	439.0	3.0	3.0	2.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2008.0	8.0	4.0
272	60.0	3.0	92.0	11764.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	15.0	2.0	2.0	0.0	5.0	8.0	7.0	1999.0	2007.0	1.0	1.0	12.0	13.0	1.0	348.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	524.0	1.0	0.0	628.0	1152.0	1.0	4.0	1.0	5.0	1164.0	1106.0	0.0	2270.0	0.0	0.0	2.0	1.0	4.0	1.0	3.0	9.0	7.0	1.0	4.0	1.0	1999.0	3.0	3.0	671.0	3.0	3.0	2.0	132.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2010.0	8.0	4.0
273	20.0	3.0	80.0	9600.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	1.0	2.0	0.0	2.0	6.0	6.0	1958.0	1988.0	3.0	1.0	13.0	14.0	0.0	183.0	2.0	2.0	1.0	3.0	3.0	1.0	3.0	620.0	2.0	620.0	0.0	1240.0	1.0	3.0	1.0	5.0	1632.0	0.0	0.0	1632.0	1.0	0.0	2.0	0.0	3.0	1.0	2.0	6.0	6.0	1.0	4.0	1.0	1958.0	2.0	1.0	338.0	3.0	3.0	2.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	4.0	2009.0	8.0	4.0
274	20.0	3.0	76.0	8314.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	11.0	2.0	2.0	0.0	2.0	5.0	7.0	1982.0	1982.0	1.0	1.0	6.0	7.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	4.0	5.0	546.0	1.0	0.0	270.0	816.0	1.0	2.0	1.0	5.0	816.0	0.0	0.0	816.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	7.0	0.0	0.0	1.0	1982.0	1.0	1.0	264.0	3.0	3.0	2.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
275	50.0	3.0	55.0	7264.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	3.0	2.0	2.0	0.0	0.0	7.0	7.0	1925.0	2007.0	1.0	1.0	13.0	14.0	2.0	0.0	3.0	3.0	0.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	952.0	952.0	2.0	3.0	0.0	5.0	952.0	596.0	0.0	1548.0	0.0	0.0	2.0	1.0	3.0	1.0	4.0	5.0	7.0	0.0	0.0	5.0	1978.0	1.0	2.0	672.0	3.0	3.0	2.0	74.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	1.0	0.0	10.0	2009.0	8.0	4.0
276	20.0	3.0	129.0	9196.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	11.0	2.0	2.0	0.0	2.0	7.0	5.0	2003.0	2003.0	1.0	1.0	12.0	13.0	2.0	0.0	3.0	2.0	2.0	5.0	3.0	1.0	1.0	0.0	1.0	0.0	1560.0	1560.0	1.0	4.0	1.0	5.0	1560.0	0.0	0.0	1560.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	7.0	7.0	0.0	0.0	1.0	2003.0	3.0	2.0	573.0	3.0	3.0	2.0	100.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2010.0	8.0	4.0
277	20.0	3.0	140.0	19138.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	8.0	2.0	2.0	0.0	2.0	4.0	5.0	1951.0	1951.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	2.0	120.0	1.0	0.0	744.0	864.0	1.0	4.0	1.0	5.0	864.0	0.0	0.0	864.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	4.0	7.0	0.0	0.0	5.0	1951.0	1.0	2.0	400.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2010.0	8.0	4.0
278	20.0	3.0	107.0	14450.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	16.0	2.0	2.0	0.0	2.0	9.0	5.0	2006.0	2007.0	1.0	1.0	5.0	5.0	1.0	315.0	4.0	2.0	2.0	5.0	3.0	4.0	1.0	0.0	1.0	0.0	2121.0	2121.0	1.0	4.0	1.0	5.0	2121.0	0.0	0.0	2121.0	0.0	0.0	2.0	1.0	3.0	1.0	4.0	8.0	7.0	1.0	5.0	1.0	2007.0	3.0	3.0	732.0	3.0	3.0	2.0	124.0	98.0	0.0	0.0	142.0	0.0	0.0	0.0	1.0	0.0	5.0	2007.0	6.0	5.0
279	60.0	3.0	83.0	10005.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	4.0	2.0	2.0	0.0	5.0	7.0	5.0	1977.0	1977.0	3.0	1.0	9.0	10.0	1.0	299.0	2.0	2.0	1.0	4.0	3.0	1.0	4.0	392.0	1.0	0.0	768.0	1160.0	1.0	4.0	1.0	5.0	1156.0	866.0	0.0	2022.0	0.0	0.0	2.0	1.0	4.0	1.0	2.0	8.0	7.0	1.0	3.0	1.0	1977.0	3.0	2.0	505.0	3.0	3.0	2.0	288.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2008.0	8.0	4.0
280	60.0	3.0	82.0	11287.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	20.0	2.0	2.0	0.0	5.0	7.0	6.0	1989.0	1989.0	1.0	1.0	9.0	10.0	1.0	340.0	3.0	2.0	1.0	4.0	3.0	3.0	6.0	421.0	1.0	0.0	386.0	807.0	1.0	3.0	1.0	5.0	1175.0	807.0	0.0	1982.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	7.0	7.0	1.0	3.0	1.0	1989.0	3.0	2.0	575.0	3.0	3.0	2.0	0.0	84.0	0.0	196.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2007.0	8.0	4.0
281	20.0	1.0	60.0	7200.0	1.0	2.0	3.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	0.0	2.0	6.0	5.0	2006.0	2006.0	1.0	1.0	12.0	13.0	4.0	68.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	905.0	1.0	0.0	357.0	1262.0	1.0	3.0	1.0	5.0	1262.0	0.0	0.0	1262.0	0.0	0.0	2.0	0.0	2.0	1.0	3.0	5.0	7.0	0.0	0.0	1.0	2006.0	3.0	2.0	572.0	3.0	3.0	2.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2006.0	6.0	5.0
282	120.0	3.0	34.0	5063.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	16.0	2.0	2.0	3.0	2.0	7.0	5.0	2007.0	2008.0	1.0	1.0	12.0	13.0	4.0	166.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	904.0	1.0	0.0	410.0	1314.0	1.0	4.0	1.0	5.0	1314.0	0.0	0.0	1314.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	6.0	7.0	1.0	4.0	1.0	2008.0	2.0	2.0	626.0	3.0	3.0	2.0	172.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	2009.0	5.0	4.0
283	20.0	3.0	74.0	9612.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	21.0	1.0	2.0	0.0	2.0	8.0	5.0	2008.0	2009.0	1.0	1.0	12.0	13.0	4.0	72.0	3.0	2.0	2.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	1468.0	1468.0	1.0	4.0	1.0	5.0	1468.0	0.0	0.0	1468.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	6.0	7.0	1.0	4.0	1.0	2008.0	3.0	3.0	898.0	3.0	3.0	2.0	210.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	2009.0	6.0	5.0
284	120.0	3.0	50.0	8012.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	20.0	2.0	2.0	4.0	2.0	6.0	5.0	1992.0	1992.0	1.0	1.0	9.0	7.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	430.0	1.0	0.0	1145.0	1575.0	1.0	3.0	1.0	5.0	1575.0	0.0	0.0	1575.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	5.0	7.0	0.0	0.0	1.0	1992.0	2.0	2.0	529.0	3.0	3.0	2.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2007.0	8.0	4.0
285	160.0	1.0	35.0	4251.0	1.0	2.0	2.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	4.0	5.0	7.0	5.0	2006.0	2007.0	1.0	1.0	8.0	8.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	625.0	625.0	1.0	4.0	1.0	5.0	625.0	625.0	0.0	1250.0	0.0	0.0	2.0	1.0	2.0	1.0	3.0	5.0	7.0	0.0	0.0	5.0	2006.0	2.0	2.0	528.0	3.0	3.0	2.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	6.0	5.0
286	50.0	3.0	77.0	9786.0	1.0	0.0	2.0	2.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	0.0	6.0	7.0	1962.0	1981.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	3.0	600.0	1.0	0.0	312.0	912.0	1.0	2.0	1.0	5.0	1085.0	649.0	0.0	1734.0	0.0	0.0	1.0	1.0	3.0	1.0	3.0	7.0	7.0	1.0	4.0	1.0	1962.0	2.0	2.0	440.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	1.0	0.0	6.0	2006.0	8.0	4.0
287	20.0	3.0	63.2	8125.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	12.0	2.0	2.0	0.0	2.0	4.0	4.0	1971.0	1971.0	1.0	1.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	614.0	1.0	0.0	244.0	858.0	1.0	2.0	1.0	5.0	858.0	0.0	0.0	858.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	6.0	1890.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2006.0	8.0	4.0
288	20.0	3.0	73.2	9819.0	1.0	0.0	2.0	3.0	3.0	4.0	2.0	19.0	2.0	2.0	0.0	2.0	5.0	5.0	1967.0	1967.0	1.0	1.0	8.0	8.0	1.0	31.0	2.0	3.0	1.0	3.0	3.0	1.0	4.0	450.0	1.0	0.0	432.0	882.0	1.0	2.0	1.0	5.0	900.0	0.0	0.0	900.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	5.0	1970.0	1.0	1.0	280.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	2010.0	8.0	4.0
289	70.0	3.0	60.0	8730.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	3.0	6.0	2.0	0.0	5.0	6.0	7.0	1915.0	2003.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	698.0	698.0	1.0	4.0	1.0	4.0	698.0	698.0	0.0	1396.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	7.0	7.0	0.0	0.0	5.0	2003.0	1.0	1.0	384.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	259.0	0.0	0.0	0.0	1.0	0.0	7.0	2007.0	8.0	4.0
290	60.0	3.0	120.0	15611.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	5.0	2.0	2.0	0.0	5.0	8.0	5.0	2006.0	2006.0	1.0	1.0	12.0	13.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	3.0	1.0	0.0	1.0	0.0	1079.0	1079.0	1.0	4.0	1.0	5.0	1079.0	840.0	0.0	1919.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	8.0	7.0	1.0	4.0	1.0	2006.0	2.0	2.0	685.0	4.0	3.0	2.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2006.0	6.0	5.0
291	190.0	3.0	55.0	5687.0	1.0	1.0	3.0	2.0	3.0	4.0	2.0	18.0	2.0	2.0	1.0	5.0	5.0	6.0	1912.0	2000.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	1.0	2.0	3.0	2.0	1.0	3.0	210.0	1.0	0.0	570.0	780.0	1.0	4.0	0.0	5.0	936.0	780.0	0.0	1716.0	1.0	0.0	2.0	0.0	6.0	1.0	1.0	9.0	7.0	0.0	0.0	6.0	1890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2008.0	8.0	4.0
292	50.0	3.0	60.0	11409.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	7.0	2.0	2.0	0.0	0.0	5.0	4.0	1949.0	2008.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	2.0	292.0	1.0	0.0	476.0	768.0	1.0	3.0	1.0	5.0	1148.0	568.0	0.0	1716.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	8.0	5.0	1.0	4.0	1.0	1949.0	1.0	1.0	281.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	1.0	0.0	1.0	2009.0	8.0	4.0
293	60.0	3.0	66.4	16659.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	14.0	3.0	2.0	0.0	5.0	7.0	7.0	1977.0	1994.0	1.0	1.0	9.0	10.0	1.0	34.0	2.0	2.0	1.0	3.0	3.0	1.0	5.0	795.0	1.0	0.0	0.0	795.0	1.0	1.0	1.0	5.0	1468.0	795.0	0.0	2263.0	1.0	0.0	2.0	1.0	3.0	1.0	3.0	9.0	7.0	1.0	3.0	1.0	1977.0	3.0	2.0	539.0	3.0	3.0	2.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2006.0	8.0	4.0
294	20.0	3.0	80.0	9600.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	12.0	2.0	2.0	0.0	2.0	6.0	5.0	1953.0	1953.0	3.0	1.0	6.0	6.0	4.0	238.0	2.0	2.0	1.0	3.0	3.0	1.0	6.0	1285.0	1.0	0.0	131.0	1416.0	1.0	2.0	1.0	5.0	1644.0	0.0	0.0	1644.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	7.0	7.0	2.0	4.0	1.0	1953.0	3.0	2.0	418.0	3.0	3.0	2.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	2009.0	8.0	4.0
295	80.0	3.0	37.0	7937.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0	11.0	2.0	2.0	0.0	7.0	6.0	6.0	1984.0	1984.0	1.0	1.0	6.0	6.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	3.0	6.0	819.0	1.0	0.0	184.0	1003.0	1.0	2.0	1.0	5.0	1003.0	0.0	0.0	1003.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	6.0	7.0	0.0	0.0	5.0	1984.0	1.0	2.0	588.0	3.0	3.0	2.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2006.0	8.0	4.0
296	50.0	4.0	75.0	13710.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	9.0	2.0	2.0	0.0	0.0	5.0	5.0	1950.0	1950.0	1.0	1.0	13.0	14.0	2.0	0.0	2.0	2.0	1.0	3.0	3.0	1.0	4.0	420.0	1.0	0.0	490.0	910.0	1.0	2.0	1.0	4.0	910.0	648.0	0.0	1558.0	0.0	0.0	1.0	1.0	4.0	1.0	2.0	6.0	7.0	0.0	0.0	1.0	1950.0	1.0	1.0	282.0	3.0	3.0	2.0	289.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	6.0	2007.0	8.0	4.0
297	60.0	1.0	66.0	7399.0	1.0	2.0	2.0	3.0	3.0	4.0	2.0	21.0	2.0	2.0	0.0	5.0	7.0	5.0	1997.0	1998.0	3.0	1.0	12.0	13.0	1.0	1600.0	3.0	2.0	2.0	4.0	3.0	1.0	4.0	649.0	1.0	0.0	326.0	975.0	1.0	4.0	1.0	5.0	975.0	975.0	0.0	1950.0	0.0	0.0	2.0	1.0	3.0	1.0	3.0	7.0	7.0	1.0	3.0	5.0	1997.0	2.0	2.0	576.0	3.0	3.0	2.0	0.0	10.0	0.0	0.0	198.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
298	60.0	3.0	90.0	11700.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	14.0	2.0	2.0	0.0	5.0	6.0	6.0	1968.0	1968.0	4.0	1.0	6.0	1.0	1.0	365.0	3.0	2.0	1.0	3.0	3.0	1.0	5.0	384.0	3.0	175.0	143.0	702.0	1.0	3.0	1.0	5.0	1041.0	702.0	0.0	1743.0	0.0	1.0	1.0	2.0	3.0	1.0	2.0	7.0	7.0	1.0	4.0	1.0	1968.0	1.0	2.0	539.0	3.0	3.0	2.0	224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
299	20.0	3.0	80.0	14000.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	6.0	2.0	2.0	0.0	2.0	6.0	8.0	1950.0	2004.0	1.0	1.0	6.0	6.0	2.0	0.0	2.0	3.0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	1092.0	1092.0	1.0	4.0	1.0	5.0	1152.0	0.0	0.0	1152.0	0.0	1.0	1.0	0.0	3.0	1.0	3.0	6.0	7.0	1.0	4.0	1.0	1950.0	1.0	1.0	300.0	3.0	3.0	2.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	2009.0	8.0	3.0
300	190.0	3.0	90.0	15750.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	6.0	2.0	2.0	1.0	2.0	5.0	5.0	1953.0	1953.0	3.0	1.0	8.0	8.0	1.0	56.0	2.0	2.0	1.0	3.0	3.0	2.0	4.0	841.0	1.0	0.0	324.0	1165.0	1.0	2.0	1.0	5.0	1336.0	0.0	0.0	1336.0	1.0	0.0	1.0	0.0	2.0	1.0	2.0	5.0	7.0	2.0	4.0	1.0	1953.0	1.0	1.0	375.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2006.0	8.0	4.0
301	60.0	3.0	66.0	16226.0	1.0	0.0	0.0	3.0	3.0	4.0	2.0	5.0	2.0	2.0	0.0	5.0	8.0	5.0	1998.0	1999.0	1.0	1.0	12.0	13.0	2.0	0.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	281.0	1.0	0.0	747.0	1028.0	1.0	4.0	1.0	5.0	1210.0	1242.0	0.0	2452.0	0.0	0.0	2.0	1.0	4.0	1.0	3.0	9.0	7.0	1.0	3.0	3.0	1998.0	3.0	2.0	683.0	3.0	3.0	2.0	208.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2007.0	8.0	4.0
302	20.0	3.0	118.0	13704.0	1.0	0.0	2.0	3.0	3.0	0.0	2.0	5.0	2.0	2.0	0.0	2.0	7.0	5.0	2001.0	2002.0	1.0	1.0	12.0	13.0	1.0	150.0	3.0	2.0	2.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	1541.0	1541.0	1.0	4.0	1.0	5.0	1541.0	0.0	0.0	1541.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	6.0	7.0	1.0	3.0	1.0	2001.0	2.0	3.0	843.0	3.0	3.0	2.0	468.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2006.0	8.0	4.0
303	20.0	3.0	70.0	9800.0	1.0	0.0	3.0	3.0	3.0	0.0	2.0	5.0	2.0	2.0	0.0	2.0	5.0	7.0	1972.0	1972.0	1.0	1.0	12.0	13.0	2.0	0.0	2.0	2.0	2.0	3.0	3.0	1.0	5.0	894.0	1.0	0.0	0.0	894.0	1.0	2.0	1.0	5.0	894.0	0.0	0.0	894.0	1.0	0.0	1.0	0.0	3.0	1.0	2.0	5.0	7.0	0.0	0.0	1.0	1975.0	1.0	2.0	552.0	3.0	3.0	2.0	256.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	2006.0	8.0	0.0
304	75.0	4.0	87.0	18386.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	17.0	2.0	2.0	0.0	3.0	7.0	9.0	1880.0	2002.0	1.0	1.0	5.0	5.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	1470.0	1470.0	1.0	4.0	1.0	5.0	1675.0	1818.0	0.0	3493.0	0.0	0.0	3.0	0.0	3.0	1.0	3.0	10.0	7.0	1.0	5.0	1.0	2003.0	1.0	3.0	870.0	3.0	3.0	2.0	302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	2008.0	8.0	4.0
305	20.0	3.0	80.0	10386.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	5.0	2.0	2.0	0.0	2.0	8.0	5.0	2004.0	2005.0	1.0	1.0	5.0	5.0	4.0	246.0	3.0	2.0	2.0	4.0	3.0	1.0	6.0	1464.0	1.0	0.0	536.0	2000.0	1.0	4.0	1.0	5.0	2000.0	0.0	0.0	2000.0	1.0	0.0	2.0	0.0	3.0	1.0	3.0	8.0	7.0	0.0	0.0	1.0	2004.0	3.0	3.0	888.0	3.0	3.0	2.0	168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	2007.0	8.0	4.0
306	60.0	3.0	116.0	13474.0	1.0	0.0	3.0	3.0	3.0	4.0	2.0	20.0	1.0	2.0	0.0	5.0	7.0	5.0	1990.0	1991.0	1.0	1.0	6.0	10.0	1.0	246.0	3.0	2.0	1.0	4.0	3.0	1.0	5.0	700.0	1.0	0.0	0.0	700.0	1.0	3.0	1.0	5.0	1122.0	1121.0	0.0	2243.0	1.0	0.0	2.0	1.0	4.0	1.0	3.0	8.0	7.0	1.0	3.0	1.0	1990.0	2.0	3.0	746.0	3.0	3.0	2.0	127.0	44.0	224.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.0	2007.0	8.0	4.0
307	50.0	4.0	66.8	7920.0	1.0	1.0	2.0	3.0	3.0	4.0	2.0	9.0	0.0	2.0	0.0	0.0	6.0	7.0	1920.0	1950.0	1.0	1.0	8.0	8.0	2.0	0.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	0.0	319.0	319.0	1.0	2.0	1.0	4.0	1035.0	371.0	0.0	1406.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	6.0	7.0	0.0	0.0	6.0	1890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	2008.0	8.0	4.0
